,Timestep,Date,Activity
4698,436666,2023-10-31 05:46:00,work at the office (09 h)
4699,437109,2023-10-31 13:09:00,do laundry 30°C with mini washing machine
4700,437124,2023-10-31 13:24:00,make smoothie
4701,437130,2023-10-31 13:30:00,take a shower (men)
4702,437150,2023-10-31 13:50:00,go to the toilet
4703,437156,2023-10-31 13:56:00,cook coffee
4704,437166,2023-10-31 14:06:00,practice generic music instrument (1 h)
4705,437226,2023-10-31 15:06:00,hang up laundry outside
4706,437257,2023-10-31 15:37:00,talk with friends on the phone
4707,437290,2023-10-31 16:10:00,bake bread
4708,437343,2023-10-31 17:03:00,take singing lessons
4709,437456,2023-10-31 18:56:00,run the dishwasher (triggered)
4710,437469,2023-10-31 19:09:00,bake a cake
4711,437509,2023-10-31 19:49:00,go to the toilet
4712,437515,2023-10-31 19:55:00,listen to music on hifi (2 h)
4713,437649,2023-10-31 22:09:00,sleep bed 02 (06 h)
4714,438017,2023-11-01 04:17:00,make smoothie
4715,438022,2023-11-01 04:22:00,watch sports on TV with SAT Reciever (2 h)
4716,438147,2023-11-01 06:27:00,work at the office (09 h)
4717,438725,2023-11-01 16:05:00,go to the toilet
4718,438730,2023-11-01 16:10:00,talk with friends on the phone
4719,438761,2023-11-01 16:41:00,make smoothie
4720,438766,2023-11-01 16:46:00,practice generic music instrument (1 h)
4721,438827,2023-11-01 17:47:00,do laundry 30°C with mini washing machine
4722,438842,2023-11-01 18:02:00,run vacuum cleaner robot
4723,438853,2023-11-01 18:13:00,go shopping for food in the supermarket (1_5 h)
4724,438942,2023-11-01 19:42:00,hang up laundry outside
4725,438970,2023-11-01 20:10:00,visit the cinema
4726,439149,2023-11-01 23:09:00,sleep bed 02 (06 h)
4727,439509,2023-11-02 05:09:00,work at the office (09 h)
4728,439958,2023-11-02 12:38:00,go to the toilet
4729,439963,2023-11-02 12:43:00,iron and watch TV with Sat Reciever (1 h)
4730,440017,2023-11-02 13:37:00,make smoothie
4731,440023,2023-11-02 13:43:00,cook coffee
4732,440034,2023-11-02 13:54:00,run the dishwasher (triggered)
4733,440049,2023-11-02 14:09:00,talk with friends on the phone
4734,440079,2023-11-02 14:39:00,do garden work every day
4735,440192,2023-11-02 16:32:00,take a shower (men)
4736,440210,2023-11-02 16:50:00,practice generic music instrument (1 h)
4737,440271,2023-11-02 17:51:00,go to the toilet
4738,440277,2023-11-02 17:57:00,watch a movie for 1 h 30 min
4739,440367,2023-11-02 19:27:00,watch sports on TV with SAT Reciever (2 h)
4740,440514,2023-11-02 21:54:00,sleep bed 02 (06 h)
4741,440867,2023-11-03 03:47:00,make smoothie
4742,440872,2023-11-03 03:52:00,do laundry 60°C with mini washing machine
4743,440887,2023-11-03 04:07:00,talk with friends on the phone
4744,440916,2023-11-03 04:36:00,go to the toilet
4745,440922,2023-11-03 04:42:00,listen to music on hifi (2 h)
4746,441059,2023-11-03 06:59:00,work at the office (09 h)
4747,441502,2023-11-03 14:22:00,go to the toilet
4748,441508,2023-11-03 14:28:00,hang up laundry outside
4749,441535,2023-11-03 14:55:00,do laundry 30°C with mini washing machine
4750,441549,2023-11-03 15:09:00,make smoothie
4751,441554,2023-11-03 15:14:00,go to horse riding lessons
4752,441715,2023-11-03 17:55:00,talk with friends on the phone
4753,441743,2023-11-03 18:23:00,practice generic music instrument (1 h)
4754,441807,2023-11-03 19:27:00,go to the toilet
4755,441813,2023-11-03 19:33:00,visit a festival (2d)
4756,444492,2023-11-05 16:12:00,go to the toilet
4757,444498,2023-11-05 16:18:00,run the dishwasher (triggered)
4758,444514,2023-11-05 16:34:00,hang up laundry outside
4759,444549,2023-11-05 17:09:00,take a shower (men)
4760,444569,2023-11-05 17:29:00,do laundry 30°C with mini washing machine
4761,444585,2023-11-05 17:45:00,make smoothie
4762,444590,2023-11-05 17:50:00,talk with friends on the phone
4763,444620,2023-11-05 18:20:00,iron and watch TV with Sat Reciever (1 h)
4764,444684,2023-11-05 19:24:00,practice generic music instrument (1 h)
4765,444745,2023-11-05 20:25:00,go to the toilet
4766,444751,2023-11-05 20:31:00,take singing lessons
4767,444882,2023-11-05 22:42:00,sleep bed 02 (06 h)
4768,445253,2023-11-06 04:53:00,hang up laundry outside
4769,445284,2023-11-06 05:24:00,work at the office (09 h)
4770,445868,2023-11-06 15:08:00,go shopping for food in the supermarket (1_5 h)
4771,445950,2023-11-06 16:30:00,do laundry 30°C with mini washing machine
4772,445964,2023-11-06 16:44:00,go to the toilet
4773,445970,2023-11-06 16:50:00,make smoothie
4774,445976,2023-11-06 16:56:00,talk with friends on the phone
4775,446010,2023-11-06 17:30:00,go to horse riding lessons
4776,446172,2023-11-06 20:12:00,hang up laundry outside
4777,446202,2023-11-06 20:42:00,watch the news
4778,446219,2023-11-06 20:59:00,iron and watch TV with Sat Reciever (1 h)
4779,446274,2023-11-06 21:54:00,sleep bed 02 (06 h)
4780,446606,2023-11-07 03:26:00,go to the toilet
4781,446611,2023-11-07 03:31:00,make smoothie
4782,446617,2023-11-07 03:37:00,practice generic music instrument (1 h)
4783,446670,2023-11-07 04:30:00,listen to music on hifi (2 h)
4784,446784,2023-11-07 06:24:00,work at the office (09 h)
4785,447384,2023-11-07 16:24:00,do laundry 60°C with mini washing machine
4786,447401,2023-11-07 16:41:00,go to the toilet
4787,447406,2023-11-07 16:46:00,make smoothie
4788,447411,2023-11-07 16:51:00,talk with friends on the phone
4789,447439,2023-11-07 17:19:00,run vacuum cleaner robot
4790,447450,2023-11-07 17:30:00,bake bread
4791,447509,2023-11-07 18:29:00,hang up laundry outside
4792,447538,2023-11-07 18:58:00,take a shower (men)
4793,447559,2023-11-07 19:19:00,bake a cake
4794,447595,2023-11-07 19:55:00,watch sports on TV with SAT Reciever (2 h)
4795,447707,2023-11-07 21:47:00,sleep bed 02 (06 h)
4796,448071,2023-11-08 03:51:00,go to the toilet
4797,448077,2023-11-08 03:57:00,do laundry 30°C with mini washing machine
4798,448094,2023-11-08 04:14:00,make smoothie
4799,448100,2023-11-08 04:20:00,talk with friends on the phone
4800,448133,2023-11-08 04:53:00,practice generic music instrument (1 h)
4801,448198,2023-11-08 05:58:00,work at the office (09 h)
4802,448755,2023-11-08 15:15:00,run the dishwasher (triggered)
4803,448772,2023-11-08 15:32:00,hang up laundry outside
4804,448799,2023-11-08 15:59:00,go to the toilet
4805,448805,2023-11-08 16:05:00,iron Clothes
4806,448870,2023-11-08 17:10:00,make smoothie
4807,448876,2023-11-08 17:16:00,go shopping for food in the supermarket (1_5 h)
4808,448957,2023-11-08 18:37:00,talk with friends on the phone
4809,448984,2023-11-08 19:04:00,go to horse riding lessons
4810,449175,2023-11-08 22:15:00,sleep bed 02 (06 h)
4811,449528,2023-11-09 04:08:00,go to the toilet
4812,449534,2023-11-09 04:14:00,do laundry 30°C with mini washing machine
4813,449550,2023-11-09 04:30:00,make smoothie
4814,449555,2023-11-09 04:35:00,listen to music on hifi (2 h)
4815,449659,2023-11-09 06:19:00,work at the office (09 h)
4816,450167,2023-11-09 14:47:00,hang up laundry outside
4817,450197,2023-11-09 15:17:00,make smoothie
4818,450203,2023-11-09 15:23:00,go to the toilet
4819,450209,2023-11-09 15:29:00,cook coffee
4820,450218,2023-11-09 15:38:00,practice generic music instrument (1 h)
4821,450275,2023-11-09 16:35:00,talk with friends on the phone
4822,450298,2023-11-09 16:58:00,visit the cinema
4823,450478,2023-11-09 19:58:00,take a shower (men)
4824,450497,2023-11-09 20:17:00,watch TV (1 h)
4825,450553,2023-11-09 21:13:00,sleep bed 02 (06 h)
4826,450913,2023-11-10 03:13:00,go to the toilet
4827,450918,2023-11-10 03:18:00,make smoothie
4828,450924,2023-11-10 03:24:00,watch a movie for 2 h
4829,451049,2023-11-10 05:29:00,work at the office (09 h)
4830,451622,2023-11-10 15:02:00,do laundry 30°C with mini washing machine
4831,451636,2023-11-10 15:16:00,talk with friends on the phone
4832,451667,2023-11-10 15:47:00,make smoothie
4833,451672,2023-11-10 15:52:00,go to the toilet
4834,451677,2023-11-10 15:57:00,practice generic music instrument (1 h)
4835,451745,2023-11-10 17:05:00,hang up laundry outside
4836,451777,2023-11-10 17:37:00,take singing lessons
4837,451920,2023-11-10 20:00:00,iron and watch TV with Sat Reciever (1 h)
4838,451989,2023-11-10 21:09:00,sleep bed 02 (06 h)
4839,452331,2023-11-11 02:51:00,make smoothie
4840,452337,2023-11-11 02:57:00,go to the toilet
4841,452343,2023-11-11 03:03:00,talk with friends on the phone
4842,452371,2023-11-11 03:31:00,watch a movie for 2 h
4843,452484,2023-11-11 05:24:00,cook coffee
4844,452494,2023-11-11 05:34:00,listen to music on hifi (2 h)
4845,452599,2023-11-11 07:19:00,get ready in the morning (men)
4846,452610,2023-11-11 07:30:00,go shopping for food in the supermarket (1_5 h)
4847,452695,2023-11-11 08:55:00,run the dishwasher (triggered)
4848,452711,2023-11-11 09:11:00,eat very small breakfast (5 min)
4849,452717,2023-11-11 09:17:00,go to the toilet
4850,452722,2023-11-11 09:22:00,take a hike (4 h)
4851,452948,2023-11-11 13:08:00,cook weekend lunch for the family
4852,453086,2023-11-11 15:26:00,do laundry 60°C with mini washing machine
4853,453101,2023-11-11 15:41:00,talk with friends on the phone
4854,453130,2023-11-11 16:10:00,go to horse riding lessons
4855,453318,2023-11-11 19:18:00,hang up laundry outside
4856,453353,2023-11-11 19:53:00,go to the toilet
4857,453359,2023-11-11 19:59:00,do laundry 30°C with mini washing machine
4858,453373,2023-11-11 20:13:00,practice generic music instrument (1 h)
4859,453442,2023-11-11 21:22:00,sleep bed 02 (06 h)
4860,453806,2023-11-12 03:26:00,go to the toilet
4861,453811,2023-11-12 03:31:00,make smoothie
4862,453817,2023-11-12 03:37:00,hang up laundry outside
4863,453847,2023-11-12 04:07:00,talk with friends on the phone
4864,453875,2023-11-12 04:35:00,iron and watch TV with Sat Reciever (1 h)
4865,453938,2023-11-12 05:38:00,take a shower (men)
4866,453956,2023-11-12 05:56:00,get ready in the morning (men)
4867,453967,2023-11-12 06:07:00,cook coffee
4868,453977,2023-11-12 06:17:00,watch a movie for 1 h 30 min
4869,454064,2023-11-12 07:44:00,watch sports on TV with SAT Reciever (2 h)
4870,454193,2023-11-12 09:53:00,go to the toilet
4871,454199,2023-11-12 09:59:00,eat very small breakfast (5 min)
4872,454204,2023-11-12 10:04:00,run vacuum cleaner robot
4873,454214,2023-11-12 10:14:00,clean the windows
4874,454263,2023-11-12 11:03:00,cook weekend lunch for the family
4875,454425,2023-11-12 13:45:00,run the dishwasher (triggered)
4876,454440,2023-11-12 14:00:00,talk with friends on the phone
4877,454465,2023-11-12 14:25:00,watch a movie for 2 h
4878,454597,2023-11-12 16:37:00,go to the toilet
4879,454603,2023-11-12 16:43:00,watch sports on TV with DVB-T (2 h)
4880,454726,2023-11-12 18:46:00,watch a movie for 1 h 30 min
4881,454814,2023-11-12 20:14:00,go to the toilet
4882,454819,2023-11-12 20:19:00,practice generic music instrument (1 h)
4883,454878,2023-11-12 21:18:00,sleep bed 02 (06 h)
4884,455220,2023-11-13 03:00:00,make smoothie
4885,455227,2023-11-13 03:07:00,do laundry 30°C with mini washing machine
4886,455242,2023-11-13 03:22:00,go to the toilet
4887,455247,2023-11-13 03:27:00,talk with friends on the phone
4888,455275,2023-11-13 03:55:00,watch TV (1 h)
4889,455322,2023-11-13 04:42:00,hang up laundry outside
4890,455350,2023-11-13 05:10:00,work at the office (09 h)
4891,455939,2023-11-13 14:59:00,go to the toilet
4892,455945,2023-11-13 15:05:00,make smoothie
4893,455950,2023-11-13 15:10:00,go shopping for food in the supermarket (1_5 h)
4894,456036,2023-11-13 16:36:00,listen to music on hifi (2 h)
4895,456160,2023-11-13 18:40:00,talk with friends on the phone
4896,456191,2023-11-13 19:11:00,go to the toilet
4897,456196,2023-11-13 19:16:00,bake a cake
4898,456232,2023-11-13 19:52:00,watch the news
4899,456249,2023-11-13 20:09:00,watch sports on TV with SAT Reciever (2 h)
4900,456379,2023-11-13 22:19:00,sleep bed 02 (06 h)
4901,456736,2023-11-14 04:16:00,go to the toilet
4902,456742,2023-11-14 04:22:00,make smoothie
4903,456748,2023-11-14 04:28:00,practice generic music instrument (1 h)
4904,456814,2023-11-14 05:34:00,work at the office (09 h)
4905,457365,2023-11-14 14:45:00,go to the toilet
4906,457370,2023-11-14 14:50:00,do laundry 30°C with mini washing machine
4907,457382,2023-11-14 15:02:00,take a shower (men)
4908,457402,2023-11-14 15:22:00,cook coffee
4909,457413,2023-11-14 15:33:00,make smoothie
4910,457419,2023-11-14 15:39:00,talk with friends on the phone
4911,457446,2023-11-14 16:06:00,hang up laundry outside
4912,457478,2023-11-14 16:38:00,run the dishwasher (triggered)
4913,457491,2023-11-14 16:51:00,iron Clothes
4914,457557,2023-11-14 17:57:00,go to horse riding lessons
4915,457736,2023-11-14 20:56:00,sleep bed 02 (06 h)
4916,458107,2023-11-15 03:07:00,go to the toilet
4917,458112,2023-11-15 03:12:00,make smoothie
4918,458118,2023-11-15 03:18:00,watch TV (1 h)
4919,458175,2023-11-15 04:15:00,talk with friends on the phone
4920,458205,2023-11-15 04:45:00,practice generic music instrument (1 h)
4921,458264,2023-11-15 05:44:00,work at the office (09 h)
4922,458740,2023-11-15 13:40:00,do laundry 30°C with mini washing machine
4923,458755,2023-11-15 13:55:00,go to the toilet
4924,458760,2023-11-15 14:00:00,make smoothie
4925,458765,2023-11-15 14:05:00,bake bread
4926,458820,2023-11-15 15:00:00,run vacuum cleaner robot
4927,458830,2023-11-15 15:10:00,hang up laundry outside
4928,458860,2023-11-15 15:40:00,talk with friends on the phone
4929,458894,2023-11-15 16:14:00,go shopping for food in the supermarket (1_5 h)
4930,458984,2023-11-15 17:44:00,take singing lessons
4931,459071,2023-11-15 19:11:00,do laundry 60°C with mini washing machine
4932,459088,2023-11-15 19:28:00,go to the toilet
4933,459093,2023-11-15 19:33:00,listen to music on hifi (2 h)
4934,459206,2023-11-15 21:26:00,sleep bed 02 (06 h)
4935,459534,2023-11-16 02:54:00,hang up laundry outside
4936,459564,2023-11-16 03:24:00,make smoothie
4937,459570,2023-11-16 03:30:00,iron and watch TV with Sat Reciever (1 h)
4938,459626,2023-11-16 04:26:00,talk with friends on the phone
4939,459652,2023-11-16 04:52:00,go to the toilet
4940,459658,2023-11-16 04:58:00,practice generic music instrument (1 h)
4941,459714,2023-11-16 05:54:00,work at the office (09 h)
4942,460325,2023-11-16 16:05:00,go to the toilet
4943,460330,2023-11-16 16:10:00,make smoothie
4944,460335,2023-11-16 16:15:00,take a shower (men)
4945,460358,2023-11-16 16:38:00,watch a movie for 2 h
4946,460478,2023-11-16 18:38:00,talk with friends on the phone
4947,460506,2023-11-16 19:06:00,go to horse riding lessons
4948,460681,2023-11-16 22:01:00,sleep bed 02 (06 h)
4949,461052,2023-11-17 04:12:00,go to the toilet
4950,461057,2023-11-17 04:17:00,do laundry 30°C with mini washing machine
4951,461071,2023-11-17 04:31:00,make smoothie
4952,461076,2023-11-17 04:36:00,watch TV (1 h)
4953,461142,2023-11-17 05:42:00,work at the office (09 h)
4954,461742,2023-11-17 15:42:00,hang up laundry outside
4955,461775,2023-11-17 16:15:00,run the dishwasher (triggered)
4956,461789,2023-11-17 16:29:00,go to the toilet
4957,461793,2023-11-17 16:33:00,make smoothie
4958,461798,2023-11-17 16:38:00,practice generic music instrument (1 h)
4959,461859,2023-11-17 17:39:00,talk with friends on the phone
4960,461894,2023-11-17 18:14:00,go shopping for food in the supermarket (1_5 h)
4961,461984,2023-11-17 19:44:00,visit the cinema
4962,462188,2023-11-17 23:08:00,sleep bed 02 (06 h)
4963,462534,2023-11-18 04:54:00,go to the toilet
4964,462539,2023-11-18 04:59:00,make smoothie
4965,462545,2023-11-18 05:05:00,cook coffee
4966,462557,2023-11-18 05:17:00,listen to music on hifi (2 h)
4967,462693,2023-11-18 07:33:00,get ready in the morning (men)
4968,462702,2023-11-18 07:42:00,do laundry 30°C with mini washing machine
4969,462715,2023-11-18 07:55:00,talk with friends on the phone
4970,462752,2023-11-18 08:32:00,eat very small breakfast (5 min)
4971,462757,2023-11-18 08:37:00,watch sports on TV with SAT Reciever (2 h)
4972,462876,2023-11-18 10:36:00,hang up laundry outside
4973,462900,2023-11-18 11:00:00,go to the toilet
4974,462905,2023-11-18 11:05:00,iron and watch TV with Sat Reciever (1 h)
4975,462907,2023-11-18 11:07:00,cook weekend lunch for the family
4976,463027,2023-11-18 13:07:00,watch a movie for 1 h 30 min
4977,463114,2023-11-18 14:34:00,watch the news
4978,463129,2023-11-18 14:49:00,watch a movie for 2 h
4979,463251,2023-11-18 16:51:00,take a shower (men)
4980,463271,2023-11-18 17:11:00,talk with friends on the phone
4981,463300,2023-11-18 17:40:00,go to the toilet
4982,463305,2023-11-18 17:45:00,practice generic music instrument (1 h)
4983,463361,2023-11-18 18:41:00,run vacuum cleaner robot
4984,463371,2023-11-18 18:51:00,watch sports on TV with DVB-T (2 h)
4985,463482,2023-11-18 20:42:00,watch sports on TV with SAT Reciever (2 h)
4986,463605,2023-11-18 22:45:00,sleep bed 02 (06 h)
4987,463915,2023-11-19 03:55:00,make smoothie
4988,463920,2023-11-19 04:00:00,go to the toilet
4989,463925,2023-11-19 04:05:00,talk with friends on the phone
4990,463961,2023-11-19 04:41:00,watch the news
4991,463978,2023-11-19 04:58:00,watch TV (1 h)
4992,464047,2023-11-19 06:07:00,do laundry 30°C with mini washing machine
4993,464062,2023-11-19 06:22:00,get ready in the morning (men)
4994,464072,2023-11-19 06:32:00,cook coffee
4995,464082,2023-11-19 06:42:00,watch a movie for 1 h 30 min
4996,464171,2023-11-19 08:11:00,hang up laundry outside
4997,464204,2023-11-19 08:44:00,eat very small breakfast (5 min)
4998,464209,2023-11-19 08:49:00,go to the toilet
4999,464214,2023-11-19 08:54:00,go to horse riding lessons
5000,464402,2023-11-19 12:02:00,run the dishwasher (triggered)
5001,464414,2023-11-19 12:14:00,talk with friends on the phone
5002,464442,2023-11-19 12:42:00,bake a cake
5003,464480,2023-11-19 13:20:00,cook weekend lunch for the family
5004,464614,2023-11-19 15:34:00,watch sports on TV with DVB-T (2 h)
5005,464743,2023-11-19 17:43:00,go to the toilet
5006,464748,2023-11-19 17:48:00,take singing lessons
5007,464889,2023-11-19 20:09:00,practice generic music instrument (1 h)
5008,464941,2023-11-19 21:01:00,watch TV (1 h)
5009,465002,2023-11-19 22:02:00,sleep bed 02 (06 h)
5010,465373,2023-11-20 04:13:00,do laundry 60°C with mini washing machine
5011,465388,2023-11-20 04:28:00,make smoothie
5012,465395,2023-11-20 04:35:00,go to the toilet
5013,465400,2023-11-20 04:40:00,talk with friends on the phone
5014,465432,2023-11-20 05:12:00,work at the office (09 h)
5015,466005,2023-11-20 14:45:00,go to the toilet
5016,466010,2023-11-20 14:50:00,hang up laundry outside
5017,466039,2023-11-20 15:19:00,go shopping for food in the supermarket (1_5 h)
5018,466125,2023-11-20 16:45:00,iron Clothes
5019,466181,2023-11-20 17:41:00,make smoothie
5020,466187,2023-11-20 17:47:00,take a shower (men)
5021,466206,2023-11-20 18:06:00,listen to music on hifi (2 h)
5022,466325,2023-11-20 20:05:00,go to the toilet
5023,466331,2023-11-20 20:11:00,talk with friends on the phone
5024,466362,2023-11-20 20:42:00,practice generic music instrument (1 h)
5025,466414,2023-11-20 21:34:00,sleep bed 02 (06 h)
5026,466742,2023-11-21 03:02:00,go to the toilet
5027,466748,2023-11-21 03:08:00,do laundry 30°C with mini washing machine
5028,466760,2023-11-21 03:20:00,watch TV (1 h)
5029,466826,2023-11-21 04:26:00,hang up laundry outside
5030,466855,2023-11-21 04:55:00,make smoothie
5031,466860,2023-11-21 05:00:00,cook coffee
5032,466870,2023-11-21 05:10:00,work at the office (09 h)
5033,467437,2023-11-21 14:37:00,go to the toilet
5034,467443,2023-11-21 14:43:00,talk with friends on the phone
5035,467477,2023-11-21 15:17:00,make smoothie
5036,467483,2023-11-21 15:23:00,go to horse riding lessons
5037,467658,2023-11-21 18:18:00,run the dishwasher (triggered)
5038,467675,2023-11-21 18:35:00,watch sports on TV with SAT Reciever (2 h)
5039,467821,2023-11-21 21:01:00,sleep bed 02 (06 h)
5040,468181,2023-11-22 03:01:00,go to the toilet
5041,468186,2023-11-22 03:06:00,make smoothie
5042,468191,2023-11-22 03:11:00,do laundry 30°C with mini washing machine
5043,468206,2023-11-22 03:26:00,practice generic music instrument (1 h)
5044,468266,2023-11-22 04:26:00,talk with friends on the phone
5045,468296,2023-11-22 04:56:00,hang up laundry outside
5046,468331,2023-11-22 05:31:00,work at the office (09 h)
5047,468861,2023-11-22 14:21:00,go to the toilet
5048,468866,2023-11-22 14:26:00,iron Clothes
5049,468929,2023-11-22 15:29:00,make smoothie
5050,468935,2023-11-22 15:35:00,cook coffee
5051,468945,2023-11-22 15:45:00,bake bread
5052,469007,2023-11-22 16:47:00,go shopping for food in the supermarket (1_5 h)
5053,469093,2023-11-22 18:13:00,talk with friends on the phone
5054,469118,2023-11-22 18:38:00,take a shower (men)
5055,469135,2023-11-22 18:55:00,run vacuum cleaner robot
5056,469146,2023-11-22 19:06:00,listen to music on hifi (2 h)
5057,469276,2023-11-22 21:16:00,go to the toilet
5058,469282,2023-11-22 21:22:00,sleep bed 02 (06 h)
5059,469653,2023-11-23 03:33:00,make smoothie
5060,469659,2023-11-23 03:39:00,practice generic music instrument (1 h)
5061,469713,2023-11-23 04:33:00,do laundry 30°C with mini washing machine
5062,469728,2023-11-23 04:48:00,talk with friends on the phone
5063,469761,2023-11-23 05:21:00,work at the office (09 h)
5064,470301,2023-11-23 14:21:00,hang up laundry outside
5065,470329,2023-11-23 14:49:00,go to the toilet
5066,470334,2023-11-23 14:54:00,make smoothie
5067,470340,2023-11-23 15:00:00,watch a movie for 2 h
5068,470476,2023-11-23 17:16:00,run the dishwasher (triggered)
5069,470491,2023-11-23 17:31:00,take singing lessons
5070,470611,2023-11-23 19:31:00,talk with friends on the phone
5071,470640,2023-11-23 20:00:00,watch sports on TV with SAT Reciever (2 h)
5072,470758,2023-11-23 21:58:00,sleep bed 02 (06 h)
5073,471122,2023-11-24 04:02:00,go to the toilet
5074,471128,2023-11-24 04:08:00,do laundry 60°C with mini washing machine
5075,471143,2023-11-24 04:23:00,make smoothie
5076,471149,2023-11-24 04:29:00,practice generic music instrument (1 h)
5077,471209,2023-11-24 05:29:00,work at the office (09 h)
5078,471728,2023-11-24 14:08:00,hang up laundry outside
5079,471759,2023-11-24 14:39:00,cook coffee
5080,471769,2023-11-24 14:49:00,iron and watch TV with Sat Reciever (1 h)
5081,471825,2023-11-24 15:45:00,go to the toilet
5082,471830,2023-11-24 15:50:00,make smoothie
5083,471835,2023-11-24 15:55:00,talk with friends on the phone
5084,471866,2023-11-24 16:26:00,go to horse riding lessons
5085,472057,2023-11-24 19:37:00,take a shower (men)
5086,472081,2023-11-24 20:01:00,visit a festival (2d)
5087,474933,2023-11-26 19:33:00,do laundry 30°C with mini washing machine
5088,474952,2023-11-26 19:52:00,go to the toilet
5089,474957,2023-11-26 19:57:00,practice generic music instrument (1 h)
5090,475025,2023-11-26 21:05:00,make smoothie
5091,475030,2023-11-26 21:10:00,talk with friends on the phone
5092,475062,2023-11-26 21:42:00,sleep bed 02 (06 h)
5093,475415,2023-11-27 03:35:00,hang up laundry outside
5094,475435,2023-11-27 03:55:00,listen to music on hifi (2 h)
5095,475535,2023-11-27 05:35:00,work at the office (09 h)
5096,476075,2023-11-27 14:35:00,go to the toilet
5097,476080,2023-11-27 14:40:00,run the dishwasher (triggered)
5098,476097,2023-11-27 14:57:00,go shopping for food in the supermarket (1_5 h)
5099,476186,2023-11-27 16:26:00,take a shower (men)
5100,476208,2023-11-27 16:48:00,do laundry 30°C with mini washing machine
5101,476225,2023-11-27 17:05:00,make smoothie
5102,476231,2023-11-27 17:11:00,talk with friends on the phone
5103,476262,2023-11-27 17:42:00,bake a cake
5104,476299,2023-11-27 18:19:00,go to horse riding lessons
5105,476474,2023-11-27 21:14:00,hang up laundry outside
5106,476505,2023-11-27 21:45:00,sleep bed 02 (06 h)
5107,476855,2023-11-28 03:35:00,go to the toilet
5108,476861,2023-11-28 03:41:00,iron and watch TV with Sat Reciever (1 h)
5109,476923,2023-11-28 04:43:00,do laundry 60°C with mini washing machine
5110,476941,2023-11-28 05:01:00,make smoothie
5111,476946,2023-11-28 05:06:00,work at the office (09 h)
5112,477438,2023-11-28 13:18:00,hang up laundry outside
5113,477471,2023-11-28 13:51:00,do laundry 30°C with mini washing machine
5114,477487,2023-11-28 14:07:00,go to the toilet
5115,477492,2023-11-28 14:12:00,cook coffee
5116,477504,2023-11-28 14:24:00,practice generic music instrument (1 h)
5117,477568,2023-11-28 15:28:00,make smoothie
5118,477574,2023-11-28 15:34:00,talk with friends on the phone
5119,477608,2023-11-28 16:08:00,watch a movie for 2 h
5120,477720,2023-11-28 18:00:00,visit the cinema
5121,477872,2023-11-28 20:32:00,hang up laundry outside
5122,477896,2023-11-28 20:56:00,go to the toilet
5123,477901,2023-11-28 21:01:00,iron and watch TV with Sat Reciever (1 h)
5124,477959,2023-11-28 21:59:00,sleep bed 02 (06 h)
5125,478309,2023-11-29 03:49:00,go to the toilet
5126,478314,2023-11-29 03:54:00,make smoothie
5127,478319,2023-11-29 03:59:00,talk with friends on the phone
5128,478351,2023-11-29 04:31:00,do laundry 30°C with mini washing machine
5129,478368,2023-11-29 04:48:00,listen to music on hifi (2 h)
5130,478491,2023-11-29 06:51:00,work at the office (09 h)
5131,479118,2023-11-29 17:18:00,go to the toilet
5132,479124,2023-11-29 17:24:00,hang up laundry outside
5133,479155,2023-11-29 17:55:00,run the dishwasher (triggered)
5134,479170,2023-11-29 18:10:00,make smoothie
5135,479176,2023-11-29 18:16:00,take singing lessons
5136,479302,2023-11-29 20:22:00,take a shower (men)
5137,479324,2023-11-29 20:44:00,practice generic music instrument (1 h)
5138,479380,2023-11-29 21:40:00,sleep bed 02 (06 h)
5139,479722,2023-11-30 03:22:00,go to the toilet
5140,479728,2023-11-30 03:28:00,talk with friends on the phone
5141,479758,2023-11-30 03:58:00,watch TV (1 h)
5142,479816,2023-11-30 04:56:00,make smoothie
5143,479821,2023-11-30 05:01:00,watch sports on TV with SAT Reciever (2 h)
5144,479940,2023-11-30 07:00:00,work at the office (09 h)
5145,480507,2023-11-30 16:27:00,make smoothie
5146,480513,2023-11-30 16:33:00,go to the toilet
5147,480519,2023-11-30 16:39:00,go shopping for food in the supermarket (1_5 h)
5148,480606,2023-11-30 18:06:00,bake bread
5149,480689,2023-11-30 19:29:00,run vacuum cleaner robot
5150,480700,2023-11-30 19:40:00,talk with friends on the phone
5151,480728,2023-11-30 20:08:00,watch a movie for 1 h 30 min
5152,480804,2023-11-30 21:24:00,sleep bed 02 (06 h)
5153,481175,2023-12-01 03:35:00,go to the toilet
5154,481180,2023-12-01 03:40:00,do laundry 30°C with mini washing machine
5155,481194,2023-12-01 03:54:00,make smoothie
5156,481200,2023-12-01 04:00:00,practice generic music instrument (1 h)
5157,481256,2023-12-01 04:56:00,listen to music on hifi (2 h)
5158,481394,2023-12-01 07:14:00,get ready in the morning (men)
5159,481406,2023-12-01 07:26:00,hang up laundry outside
5160,481436,2023-12-01 07:56:00,cook coffee
5161,481447,2023-12-01 08:07:00,iron and watch TV with Sat Reciever (1 h)
5162,481519,2023-12-01 09:19:00,go to the toilet
5163,481525,2023-12-01 09:25:00,eat very small breakfast (5 min)
5164,481530,2023-12-01 09:30:00,go to horse riding lessons
5165,481665,2023-12-01 11:45:00,run the dishwasher (triggered)
5166,481680,2023-12-01 12:00:00,talk with friends on the phone
5167,481712,2023-12-01 12:32:00,watch the news
5168,481727,2023-12-01 12:47:00,watch a movie for 2 h
